,,,,,,,01/01/2017
code,name,description,refreshed_at,from_date,to_date,,Start Date
PAY,Payton Planar (PAY),Stock Prices for Payton Planar from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,10/01/2019 17:15,18/02/2014,10/01/2019,,TRUE
PAYL,Paypoint (PAYL),Stock Prices for Paypoint from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:30,30/08/2013,30/08/2013,,TRUE
PBD,Probiodrug (PBD),Stock Prices for Probiodrug from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,10/01/2019 17:15,04/11/2014,10/01/2019,,TRUE
PCA,Pcas (PCA),Stock Prices for Pcas from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,09/01/2019,,TRUE
PCBB,Pcb (PCBB),Stock Prices for Pcb from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,10/01/2019 17:15,13/02/2014,10/01/2019,,TRUE
PCM,Pirelli & C (PCM),Stock Prices for Pirelli & C from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,12/12/2014 20:33,24/01/2014,24/01/2014,,TRUE
PCTL,Polar Capital (PCTL),Stock Prices for Polar Capital from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:30,12/07/2013,12/07/2013,,TRUE
PEP,Pepsico (PEP),Stock Prices for Pepsico from the Euronext Stock Exchange. Currency: USD. Market: Traded not listed Brussels,10/01/2019 17:15,13/02/2014,20/10/2017,,TRUE
PERL,Perform Group Plc (PERL),Stock Prices for Perform Group Plc from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:33,30/08/2013,30/08/2013,,TRUE
PERR,Perrier (gerard) (PERR),Stock Prices for Perrier (gerard) from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PERW,La Perla World (PERW),Stock Prices for La Perla World from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,18/05/2015 16:01,11/08/2011,11/08/2011,,TRUE
PFCL,Petrofac Limited (PFCL),Stock Prices for Petrofac Limited from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:33,05/03/2014,12/03/2014,,TRUE
PFEBC,Pfizer Cert (PFEBC),Stock Prices for Pfizer Cert from the Euronext Stock Exchange. Currency: EUR. Market: NYSE Euronext Brussels,31/05/2014 17:00,14/02/2014,30/05/2014,,TRUE
PFGL,Provident Financia (PFGL),Stock Prices for Provident Financia from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:33,28/08/2013,28/08/2013,,TRUE
PFLL,Premier Farnell (PFLL),Stock Prices for Premier Farnell from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:29,29/08/2013,29/08/2013,,TRUE
PGHNZ,Partners Gp Hldg N (PGHNZ),Stock Prices for Partners Gp Hldg N from the Euronext Stock Exchange. Currency: CHF. Market: Arca Europe,12/12/2014 20:36,18/12/2012,18/12/2012,,TRUE
PGM,Seat Pagine Gialle (PGM),Stock Prices for Seat Pagine Gialle from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,12/12/2014 20:31,23/02/2011,23/02/2011,,TRUE
PGP,Procter Gamble (PGP),Stock Prices for Procter Gamble from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PGSO,Petroleum Geo Svcs (PGSO),Stock Prices for Petroleum Geo Svcs from the Euronext Stock Exchange. Currency: NOK. Market: Arca Europe,12/12/2014 20:30,30/07/2013,30/07/2013,,TRUE
PHA,Pharmagest Inter (PHA),Stock Prices for Pharmagest Inter from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PHAOR,Pharming Rights (PHAOR),Stock Prices for Pharming Rights from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,29/11/2016 15:58,23/11/2016,28/11/2016,,TRUE
PHAR,Pharco (PHAR),Stock Prices for Pharco from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Access Brussels,10/01/2019 17:15,19/02/2014,27/12/2018,,TRUE
PHARM,Pharming Group (PHARM),Stock Prices for Pharming Group from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PHAT,Pharmagest Inter (PHAT),Stock Prices for Pharmagest Inter from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,04/08/2015 15:59,03/08/2015,04/08/2015,,TRUE
PHIA,Philips Kon (PHIA),Stock Prices for Philips Kon from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PHNXL,Phoenix Group Hold (PHNXL),Stock Prices for Phoenix Group Hold from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:30,29/08/2013,29/08/2013,,TRUE
PHR,Pharol (PHR),Stock Prices for Pharol from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Lisbon,10/01/2019 17:15,04/06/2015,10/01/2019,,TRUE
PIAM,Piaggio & C (PIAM),Stock Prices for Piaggio & C from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,12/12/2014 20:32,17/08/2011,17/08/2011,,TRUE
PIC,Picanol (PIC),Stock Prices for Picanol from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PICL,Pace (PICL),Stock Prices for Pace from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:29,23/08/2013,23/08/2013,,TRUE
PID,Paragon Id (PID),Stock Prices for Paragon Id from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,03/01/2018,10/01/2019,,FALSE
PIDT,Paragon Id (PIDT),Stock Prices for Paragon Id from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,11/04/2018 17:35,11/04/2018,11/04/2018,,FALSE
PIG,Haulotte Group (PIG),Stock Prices for Haulotte Group from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PIX,Pixium Vision (PIX),Stock Prices for Pixium Vision from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,18/06/2014,10/01/2019,,TRUE
PIXDS,Pixium Vision Ds (PIXDS),Stock Prices for Pixium Vision Ds from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,24/04/2018 17:17,13/04/2018,24/04/2018,,FALSE
PLIL,Perpetual Inc & Gr (PLIL),Stock Prices for Perpetual Inc & Gr from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:30,29/08/2013,29/08/2013,,TRUE
PLSI,Paddy Power (PLSI),Stock Prices for Paddy Power from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,12/12/2014 20:32,21/12/2012,21/12/2012,,TRUE
PLTM,Parmalat (PLTM),Stock Prices for Parmalat from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,12/12/2014 20:30,19/03/2013,19/03/2013,,TRUE
PLX,Alumexx N V (PLX),Stock Prices for Alumexx N V from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,01/01/2018 17:15,26/05/2017,29/12/2017,,FALSE
PM,Philip Morris Intl (PM),Stock Prices for Philip Morris Intl from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,21/02/2018 17:15,14/02/2014,21/02/2018,,TRUE
PMIM,Banca Popolare Di (PMIM),Stock Prices for Banca Popolare Di from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,12/12/2014 20:29,23/04/2013,17/03/2014,,TRUE
PMOL,Premier Oil (PMOL),Stock Prices for Premier Oil from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:35,29/08/2013,29/08/2013,,TRUE
PNDORC,Pandora Ab (PNDORC),Stock Prices for Pandora Ab from the Euronext Stock Exchange. Currency: DKK. Market: Arca Europe,12/12/2014 20:32,21/01/2013,21/01/2013,,TRUE
PNL,Postnl (PNL),Stock Prices for Postnl from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PNLL,Personal Assets (PNLL),Stock Prices for Personal Assets from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:29,11/07/2013,11/07/2013,,TRUE
PNNL,Pennon Group (PNNL),Stock Prices for Pennon Group from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:30,31/01/2014,21/02/2014,,TRUE
PNSB,Ucare Services Bel (PNSB),Stock Prices for Ucare Services Bel from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Access Brussels,10/01/2019 17:15,30/01/2014,06/08/2018,,TRUE
POGL,Petropavlovsk Plc (POGL),Stock Prices for Petropavlovsk Plc from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:32,27/08/2013,27/08/2013,,TRUE
POH1SH,Pohjola Bank (POH1SH),Stock Prices for Pohjola Bank from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,12/12/2014 20:32,07/03/2013,07/03/2013,,TRUE
POLYL,Polymetal Internat (POLYL),Stock Prices for Polymetal Internat from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:33,15/08/2013,15/08/2013,,TRUE
POM,Plastic Omnium (POM),Stock Prices for Plastic Omnium from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PONY,Poncin Yachts (PONY),Stock Prices for Poncin Yachts from the Euronext Stock Exchange. Currency: EUR. Market: NYSE Euronext Paris,12/06/2014 17:05,14/02/2014,11/06/2014,,TRUE
PORF,Porceleyne Fles (PORF),Stock Prices for Porceleyne Fles from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,10/01/2019 17:15,14/02/2014,08/01/2019,,TRUE
POSTV,Oester Post (POSTV),Stock Prices for Oester Post from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,12/12/2014 20:33,06/11/2012,06/11/2012,,TRUE
POXEL,Poxel (POXEL),Stock Prices for Poxel from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,06/02/2015,10/01/2019,,TRUE
PRAD,Praktiker Ag (PRAD),Stock Prices for Praktiker Ag from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,12/12/2014 20:32,27/12/2012,27/12/2012,,TRUE
PRBS1,Prolog Bsaar20 (PRBS1),Stock Prices for Prolog Bsaar20 from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PRBS2,Prologue Bsaa2021 (PRBS2),Stock Prices for Prologue Bsaa2021 from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,09/07/2014,10/01/2019,,TRUE
PRC,Artprice Com (PRC),Stock Prices for Artprice Com from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PREC,Precia (PREC),Stock Prices for Precia from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PREVA,Value8 Cum Pref (PREVA),Stock Prices for Value8 Cum Pref from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,10/01/2019 17:15,17/02/2014,07/01/2019,,TRUE
PROBS,Prologue Bsaa (PROBS),Stock Prices for Prologue Bsaa from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,28/02/2014,27/06/2018,,TRUE
PROL,Prologue (PROL),Stock Prices for Prologue from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PROX,Proximus (PROX),Stock Prices for Proximus from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,10/01/2019 17:15,26/06/2015,10/01/2019,,TRUE
PRS,Prismaflex Intl (PRS),Stock Prices for Prismaflex Intl from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,11/12/2014 23:22,14/02/2014,10/12/2014,,TRUE
PRSO,Prosafe (PRSO),Stock Prices for Prosafe from the Euronext Stock Exchange. Currency: NOK. Market: Arca Europe,12/12/2014 20:34,21/02/2013,21/02/2013,,TRUE
PRUL,Prudential (PRUL),Stock Prices for Prudential from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:36,26/02/2014,09/04/2014,,TRUE
PRYM,Prysmian (PRYM),Stock Prices for Prysmian from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,12/12/2014 20:37,23/04/2013,23/04/2013,,TRUE
PSAT,Passat (PSAT),Stock Prices for Passat from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PSB,Psb Industries (PSB),Stock Prices for Psb Industries from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PSH,Pershing (PSH),Stock Prices for Pershing from the Euronext Stock Exchange. Currency: USD. Market: Euronext Amsterdam,10/01/2019 17:15,13/10/2014,10/01/2019,,TRUE
PSNL,Persimmon (PSNL),Stock Prices for Persimmon from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:35,14/02/2014,28/04/2014,,TRUE
PSONL,Pearson (PSONL),Stock Prices for Pearson from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:32,14/02/2014,28/04/2014,,TRUE
PSPNZ,Psp Swiss Prop N (PSPNZ),Stock Prices for Psp Swiss Prop N from the Euronext Stock Exchange. Currency: CHF. Market: Arca Europe,12/12/2014 20:31,08/03/2013,08/03/2013,,TRUE
PTC,P Telecom (PTC),Stock Prices for P Telecom from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Lisbon,04/06/2015 16:01,14/02/2014,04/06/2015,,TRUE
PTI,Portucel (PTI),Stock Prices for Portucel from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Lisbon,27/04/2016 15:58,14/02/2014,27/04/2016,,TRUE
PUB,Publicis Groupe Sa (PUB),Stock Prices for Publicis Groupe Sa from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PUBBS,Publicis Bsa (PUBBS),Stock Prices for Publicis Bsa from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PUBG5,Publicis Grou Feb5 (PUBG5),Stock Prices for Publicis Grou Feb5 from the Euronext Stock Exchange. Currency: XXX. Market: Euronext Paris,18/01/2015 17:07,29/01/2014,29/01/2014,,TRUE
PUBL,Punch Taverns (PUBL),Stock Prices for Punch Taverns from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:30,22/08/2013,22/08/2013,,TRUE
PUBM5,Publicis Grou Jun5 (PUBM5),Stock Prices for Publicis Grou Jun5 from the Euronext Stock Exchange. Currency: XXX. Market: Euronext Paris,17/05/2015 16:00,13/06/2014,13/06/2014,,TRUE
PUMD,Puma Se (PUMD),Stock Prices for Puma Se from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,12/12/2014 20:31,28/05/2013,28/05/2013,,TRUE
PUN,Punch Int (PUN),Stock Prices for Punch Int from the Euronext Stock Exchange. Currency: EUR. Market: NYSE Euronext Brussels,09/06/2014 17:12,14/02/2014,06/06/2014,,TRUE
PUS,Public Systeme Hop (PUS),Stock Prices for Public Systeme Hop from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,07/07/2015 15:59,14/02/2014,07/07/2015,,TRUE
PVCSL,Pv Crystalox Solar (PVCSL),Stock Prices for Pv Crystalox Solar from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:36,27/08/2013,27/08/2013,,TRUE
PVL,Plast Val Loire (PVL),Stock Prices for Plast Val Loire from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
PVLT,Plast Val Loire (PVLT),Stock Prices for Plast Val Loire from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,28/04/2017 15:58,28/04/2017,28/04/2017,,FALSE
PWG,Prodways (PWG),Stock Prices for Prodways from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,12/05/2017,10/01/2019,,FALSE
PWTNZ,Panalpina (PWTNZ),Stock Prices for Panalpina from the Euronext Stock Exchange. Currency: CHF. Market: Arca Europe,12/12/2014 20:33,20/02/2013,20/02/2013,,TRUE
PZCL,Pz Cussons (PZCL),Stock Prices for Pz Cussons from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:29,30/08/2013,30/08/2013,,TRUE
QFG,Questfor Gr-pricaf (QFG),Stock Prices for Questfor Gr-pricaf from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
QFG12,Questfor G(sub)c12 (QFG12),Stock Prices for Questfor G(sub)c12 from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,11/05/2016 15:58,27/04/2016,11/05/2016,,TRUE
QGCBS,Quangenbs15sep2018 (QGCBS),Stock Prices for Quangenbs15sep2018 from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Growth Paris,17/09/2018 17:15,30/03/2016,14/09/2018,,TRUE
QGCBT,Quantgenbsa27jan20 (QGCBT),Stock Prices for Quantgenbsa27jan20 from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Growth Paris,10/01/2019 17:15,04/08/2017,10/01/2019,,FALSE
QGCNR,Quantum Genom Nr (QGCNR),Stock Prices for Quantum Genom Nr from the Euronext Stock Exchange. Currency: EUR. Market: Alternext Paris,13/06/2014 17:01,21/10/2013,15/04/2014,,TRUE
QIAD,Qiagen Nv (QIAD),Stock Prices for Qiagen Nv from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,12/12/2014 20:34,02/05/2013,02/05/2013,,TRUE
QQL,Qinetiq Group (QQL),Stock Prices for Qinetiq Group from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:35,27/08/2013,27/08/2013,,TRUE
QRF,Qrf (QRF),Stock Prices for Qrf from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Brussels,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
QTE,Quotium Techno (QTE),Stock Prices for Quotium Techno from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,12/12/2018,,TRUE
QUA,Quantel (QUA),Stock Prices for Quantel from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,18/05/2018 17:15,14/02/2014,18/05/2018,,TRUE
QUADS,Quantel Ds (QUADS),Stock Prices for Quantel Ds from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/11/2016 15:58,24/11/2014,09/11/2016,,TRUE
RAAD,Rational N (RAAD),Stock Prices for Rational N from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,12/12/2014 20:30,31/05/2013,31/05/2013,,TRUE
RAL,Rallye (RAL),Stock Prices for Rallye from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
RAM,Ramada (RAM),Stock Prices for Ramada from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Lisbon,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
RAN,Systran (RAN),Stock Prices for Systran from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,18/10/2014 17:07,14/02/2014,23/09/2014,,TRUE
RAND,Randstad Nv (RAND),Stock Prices for Randstad Nv from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
RANT,Systran (RANT),Stock Prices for Systran from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,05/08/2014 19:06,03/07/2014,29/07/2014,,TRUE
RATL,Rathbone Brothers (RATL),Stock Prices for Rathbone Brothers from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:33,30/08/2013,30/08/2013,,TRUE
RATOBS,Ratos B (RATOBS),Stock Prices for Ratos B from the Euronext Stock Exchange. Currency: SEK. Market: Arca Europe,12/12/2014 20:29,13/12/2012,13/12/2012,,TRUE
RBIV,Raiffeisen Bank In (RBIV),Stock Prices for Raiffeisen Bank In from the Euronext Stock Exchange. Currency: EUR. Market: Arca Europe,12/12/2014 20:32,01/02/2013,01/02/2013,,TRUE
RBL,Reckitt Benckiser (RBL),Stock Prices for Reckitt Benckiser from the Euronext Stock Exchange. Currency: GBX. Market: Arca Europe,12/12/2014 20:30,26/11/2013,04/04/2014,,TRUE
RBO,Roche Bobois (RBO),Stock Prices for Roche Bobois from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,09/07/2018,10/01/2019,,FALSE
RBS,Roy Bk Of Scotland (RBS),Stock Prices for Roy Bk Of Scotland from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Amsterdam,16/04/2015 15:59,14/02/2014,16/04/2015,,TRUE
RBST5,Rbs Cap Fund Tr V (RBST5),Stock Prices for Rbs Cap Fund Tr V from the Euronext Stock Exchange. Currency: USD. Market: Euronext Amsterdam,08/06/2016 15:58,14/02/2014,19/05/2016,,TRUE
RBST6,Rbs Cap Fund Tr Vi (RBST6),Stock Prices for Rbs Cap Fund Tr Vi from the Euronext Stock Exchange. Currency: USD. Market: Euronext Amsterdam,08/06/2016 15:58,20/02/2014,01/02/2016,,TRUE
RBST7,Rbs Cap Fund Trvii (RBST7),Stock Prices for Rbs Cap Fund Trvii from the Euronext Stock Exchange. Currency: USD. Market: Euronext Amsterdam,08/06/2016 15:58,13/01/2014,06/05/2016,,TRUE
RBT,Robertet (RBT),Stock Prices for Robertet from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,10/01/2019 17:15,14/02/2014,10/01/2019,,TRUE
RCF,Teleperformance (RCF),Stock Prices for Teleperformance from the Euronext Stock Exchange. Currency: EUR. Market: Euronext Paris,23/04/2018 17:16,14/02/2014,23/04/2018,,TRUE
RCFQ5,Teleperforman Aug5 (RCFQ5),Stock Prices for Teleperforman Aug5 from the Euronext Stock Exchange. Currency: XXX. Market: Euronext Paris,19/07/2015 15:59,30/07/2014,30/07/2014,,TRUE
